,team1,team2,score1,score2,time_completed,round_info,tournament_name,match_page,tournament_icon
3,Lunatic-Hai,SUMMIT's 탁아소,2,0,1y ago,Closed Qualifier-Round of 24,First Strike: Korea,/5510/lunatic-hai-vs-summits-first-strike-korea-closed-qualifier-ro24,https://owcdn.net/img/5f8e73ec18ba4.png
4,FaZe Clan,Spacestation Gaming,1,2,1y ago,UMG Open Qualifier #1-Consolation Semifinals,First Strike: North America,/5474/faze-clan-vs-spacestation-gaming-first-strike-north-america-umg-open-1-csf,https://owcdn.net/img/5f8e73ec18ba4.png
5,Dignitas,Knights,2,0,1y ago,UMG Open Qualifier #1-Consolation Semifinals,First Strike: North America,/5475/dignitas-vs-pittsburgh-knights-first-strike-north-america-umg-open-1-csf,https://owcdn.net/img/5f8e73ec18ba4.png
6,FaZe Clan,Moon Raccoons,0,2,1y ago,UMG Open Qualifier #1-Quarterfinals,First Strike: North America,/5470/faze-clan-vs-moon-raccoons-first-strike-north-america-umg-open-1-qf,https://owcdn.net/img/5f8e73ec18ba4.png
7,Spacestation Gaming,Equinox Esports,1,2,1y ago,UMG Open Qualifier #1-Quarterfinals,First Strike: North America,/5471/spacestation-gaming-vs-equinox-esports-first-strike-north-america-umg-open-1-qf,https://owcdn.net/img/5f8e73ec18ba4.png
8,Dignitas,Immortals,1,2,1y ago,UMG Open Qualifier #1-Quarterfinals,First Strike: North America,/5472/dignitas-vs-immortals-first-strike-north-america-umg-open-1-qf,https://owcdn.net/img/5f8e73ec18ba4.png
9,Knights,Andbox,0,2,1y ago,UMG Open Qualifier #1-Quarterfinals,First Strike: North America,/5473/pittsburgh-knights-vs-andbox-first-strike-north-america-umg-open-1-qf,https://owcdn.net/img/5f8e73ec18ba4.png
10,Dignitas,Serenity,2,0,1y ago,UMG Open Qualifier #1-Round of 16,First Strike: North America,/5466/dignitas-vs-serenity-first-strike-north-america-umg-open-1-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
11,Gen.G,FaZe Clan,1,2,1y ago,UMG Open Qualifier #1-Round of 16,First Strike: North America,/5462/gen-g-vs-faze-clan-first-strike-north-america-umg-open-1-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
12,Mamba Mode Gaming,Moon Raccoons,1,2,1y ago,UMG Open Qualifier #1-Round of 16,First Strike: North America,/5463/mamba-mode-gaming-vs-moon-raccoons-first-strike-north-america-umg-open-1-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
13,Luminosity,Spacestation Gaming,1,2,1y ago,UMG Open Qualifier #1-Round of 16,First Strike: North America,/5464/luminosity-vs-spacestation-gaming-first-strike-north-america-umg-open-1-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
14,Equinox Esports,SOR,2,0,1y ago,UMG Open Qualifier #1-Round of 16,First Strike: North America,/5465/equinox-esports-vs-sor-first-strike-north-america-umg-open-1-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
15,Immortals,Spot Up,2,1,1y ago,UMG Open Qualifier #1-Round of 16,First Strike: North America,/5467/immortals-vs-spot-up-first-strike-north-america-umg-open-1-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
16,Flow State,Knights,0,2,1y ago,UMG Open Qualifier #1-Round of 16,First Strike: North America,/5468/flow-state-vs-pittsburgh-knights-first-strike-north-america-umg-open-1-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
17,Andbox,Built By Gamers,2,0,1y ago,UMG Open Qualifier #1-Round of 16,First Strike: North America,/5469/andbox-vs-built-by-gamers-first-strike-north-america-umg-open-1-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
18,Movistar Riders,ex-Giants Gaming,0,2,1y ago,Main Event-Grand Final,LVP Genesis Cup Visión,/4841/movistar-riders-vs-giants-gaming-lvp-genesis-cup-visi-n-gf,https://owcdn.net/img/5fa46563e7fec.png
19,Futbolist,NerdTown eSport,2,0,1y ago,#1-Showmatch,Ralovant Showmatches,/5524/futbolist-vs-nerdtown-esport-ralovant-showmatches-1-showmatch,https:/img/vlr/tmp/vlr.png
20,SKADE,-sheesh-,13,9,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5398/skade-vs-sheesh-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
21,Guild Esports,N0thing To L0se,13,2,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5390/guild-esports-vs-n0thing-to-l0se-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
22,Souldazz,eSuba,5,13,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5391/souldazz-vs-esuba-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
23,Team Toxic,Wizards Club,10,13,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5392/team-toxic-vs-wizards-club-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
24,L'institut,Constant rise,13,6,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5393/linstitut-vs-constant-rise-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
25,HSDIRR,ex-Ravens Esports Club,13,2,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5394/hsdirr-vs-ravens-esports-club-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
26,M4LIK,B7 Warriors,13,6,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5395/m4lik-vs-b7-warriors-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
27,Arctic Gaming,Kamil Klein new chapter,10,13,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5396/arctic-gaming-vs-kamil-klein-new-chapter-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
28,Lunaris,hREDS,13,9,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5397/lunaris-vs-hreds-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
29,Valorando,Chakalaka,13,6,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5399/valorando-vs-chakalaka-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
30,unsigned,BIG,12,14,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5400/unsigned-vs-big-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
31,Team Finest,Entropiq Bravo,13,10,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5401/finest-vs-entropiq-bravo-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
32,need more DM,BLOKES,13,5,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5402/need-more-dm-vs-blokes-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
33,STR99,No Teeth,13,5,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5403/str99-vs-no-teeth-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
34,Rix.GG,Wygers,13,6,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5404/rix-gg-vs-wygers-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
35,Cool Guys,VASTA Gaming,4,13,1y ago,Qualifier B-Round of 32,First Strike: Europe,/5405/cool-guys-vs-vasta-gaming-first-strike-europe-qualifier-b-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
36,Guild Esports,Creme brulee,13,4,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5358/guild-esports-vs-creme-brulee-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
37,Souldazz,bTitans,13,4,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5360/souldazz-vs-btitans-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
38,eSuba,DevilDucks,13,9,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5361/esuba-vs-devilducks-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
39,Team Toxic,VDM,0,0,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5362/team-toxic-vs-vdm-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
40,L'institut,1stCav eSport Club,13,1,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5364/linstitut-vs-1stcav-esport-club-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
41,Constant rise,Allware,13,9,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5365/constant-rise-vs-allware-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
42,HSDIRR,MRKN,13,8,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5366/hsdirr-vs-mrkn-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
43,M4LIK,ALCYONE,13,6,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5368/m4lik-vs-alcyone-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
44,Entropiq,Arctic Gaming,10,13,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5370/entropiq-vs-arctic-gaming-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
45,Lunaris,InetGamer,13,7,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5372/lunaris-vs-inetgamer-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
46,SKADE,Awake Esports,0,0,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5374/skade-vs-awake-esports-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
47,NerdTown eSport,-sheesh-,12,14,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5375/nerdtown-esport-vs-sheesh-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
48,Valorando,Adept esport,13,1,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5376/valorando-vs-adept-esport-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
49,Chakalaka,Washington Muscle,13,8,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5377/chakalaka-vs-washington-muscle-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
0,unsigned,Warthox Esport,13,7,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5378/unsigned-vs-warthox-esport-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
1,BIG,GodLAN,13,2,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5379/big-vs-godlan-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
2,Team Finest,Nice Cars,13,5,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5380/finest-vs-nice-cars-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
3,Entropiq Bravo,AYB Esports,13,7,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5381/entropiq-bravo-vs-ayb-esports-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
4,need more DM,UCAM Esports Club,13,4,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5382/need-more-dm-vs-ucam-esports-club-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
5,NCBz Esport,No Teeth,7,13,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5385/ncbz-esport-vs-no-teeth-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
6,Rix.GG,SPARX Esports,13,8,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5386/rix-gg-vs-sparx-esports-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
7,Cool Guys,mens)),13,7,1y ago,Qualifier B-Round of 64,First Strike: Europe,/5388/cool-guys-vs-mens-first-strike-europe-qualifier-b-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
8,ever.wc,F4Q,1,2,1y ago,Closed Qualifier-Round of 24,First Strike: Korea,/5509/ever-wc-vs-f4q-first-strike-korea-closed-qualifier-ro24,https://owcdn.net/img/5f8e73ec18ba4.png
9,Challenge,Feel So Good,0,2,1y ago,Closed Qualifier-Round of 24,First Strike: Korea,/5508/challenge-vs-feel-so-good-first-strike-korea-closed-qualifier-ro24,https://owcdn.net/img/5f8e73ec18ba4.png
10,Avant,Mindfreak,0,2,1y ago,Tournament-Lower Final,LPL Challenger Season 3,/4807/avant-vs-mindfreak-lpl-challenger-season-3-tournament-lbf,https://owcdn.net/img/5f471342b2dff.png
11,Moon Raccoons,Time In,2,0,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5449/moon-raccoons-vs-time-in-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
12,Equinox Esports,Take Flyte,2,0,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5452/equinox-esports-vs-take-flyte-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
13,Gen.G,Team Front,2,0,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5446/gen-g-vs-team-front-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
14,FaZe Clan,beastcoast,2,0,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5447/faze-clan-vs-beastcoast-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
15,Mamba Mode Gaming,Archons,2,0,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5448/mamba-mode-gaming-vs-simping-for-jesus-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
16,Luminosity,Tenacity Pro,2,0,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5450/luminosity-vs-tenacity-pro-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
17,Spacestation Gaming,Elevate,2,0,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5451/spacestation-gaming-vs-elevate-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
18,Slimy Boogermen,SOR,1,2,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5453/the-slimy-boogermen-vs-sor-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
19,Dignitas,Prospects,2,0,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5454/dignitas-vs-prospects-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
20,Serenity,Shiba,2,1,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5455/serenity-vs-shiba-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
21,Spot Up,DimmaDome$,2,1,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5457/spot-up-vs-dimmadome-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
22,XSET,Flow State,0,2,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5458/xset-vs-flow-state-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
23,DREAMLAND,Knights,0,2,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5459/dreamland-vs-pittsburgh-knights-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
24,Built By Gamers,Phoenix1,2,0,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5461/built-by-gamers-vs-phoenix1-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
25,Andbox,NRG Esports,2,1,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5460/andbox-vs-nrg-esports-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
26,Immortals,Orgles5,2,0,1y ago,UMG Open Qualifier #1-Round of 32,First Strike: North America,/5456/immortals-vs-orgles5-first-strike-north-america-umg-open-1-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
27,Slimy Boogermen,Onslaught Gaming,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5428/the-slimy-boogermen-vs-onslaught-gaming-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
28,Gen.G,KDA,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5414/gen-g-vs-kda-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
29,beastcoast,Proven,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5417/beastcoast-vs-proven-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
30,Mamba Mode Gaming,Excel,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5418/mamba-mode-gaming-vs-excel-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
31,Moon Raccoons,Caffeine Fiends,2,1,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5420/moon-raccoons-vs-caffeine-fiends-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
32,Luminosity,Hollywood Hooliganz,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5422/luminosity-vs-hollywood-hooliganz-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
33,Spacestation Gaming,Depth,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5424/spacestation-gaming-vs-depth-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
34,Elevate,Sedated,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5425/elevate-vs-sedated-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
35,Equinox Esports,LividOnes,2,1,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5426/equinox-esports-vs-lividones-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
36,Immortals,Exodus,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5434/immortals-vs-exodus-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
37,Spot Up,Epherium,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5436/spot-up-vs-epherium-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
38,XSET,Last Round Save,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5438/xset-vs-last-round-save-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
39,Andbox,FUNSNATCHERS,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5442/andbox-vs-funsnatchers-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
40,Built By Gamers,Old Dudes,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5444/built-by-gamers-vs-old-dudes-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
41,FaZe Clan,pick me up,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5416/faze-clan-vs-pick-me-up-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
42,Time In,Shadow Life,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5421/time-in-vs-shadow-life-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
43,Dignitas,Illinois Servers Please,2,0,1y ago,UMG Open Qualifier #1-Round of 64,First Strike: North America,/5430/dignitas-vs-illinois-servers-please-first-strike-north-america-umg-open-1-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
44,ex-Giants Gaming,S2V Esports,2,0,1y ago,Main Event-Semifinals,LVP Genesis Cup Visión,/4838/giants-gaming-vs-s2v-esports-lvp-genesis-cup-visi-n-sf,https://owcdn.net/img/5fa46563e7fec.png
45,Fox Gaming,Team Majesty,2,1,1y ago,North Africa Qualifiers-Upper Final,First Strike: MENA,/5406/fox-gaming-vs-team-majesty-first-strike-mena-qualifiers-north-africa-ubf,https://owcdn.net/img/5fadf2b1ca665.png
46,eXiLe eSports,Movistar Riders,0,0,1y ago,Main Event-Semifinals,LVP Genesis Cup Visión,/4839/exile-esports-vs-movistar-riders-lvp-genesis-cup-visi-n-sf,https://owcdn.net/img/5fa46563e7fec.png
47,Team Toxic,FARESHI,13,9,1y ago,Qualifier B-Round of 128,First Strike: Europe,/5302/team-toxic-vs-fareshi-it-first-strike-europe-qualifier-b-ro128,https://owcdn.net/img/5f8e73ec18ba4.png
48,Wizards Club,Akademus Esport,13,5,1y ago,Qualifier B-Round of 128,First Strike: Europe,/5304/wizards-club-vs-akademus-esport-first-strike-europe-qualifier-b-ro128,https://owcdn.net/img/5f8e73ec18ba4.png
49,1stCav eSport Club,Catalyst Esports,14,12,1y ago,Qualifier B-Round of 128,First Strike: Europe,/5307/1stcav-esport-club-vs-catalyst-esports-first-strike-europe-qualifier-b-ro128,https://owcdn.net/img/5f8e73ec18ba4.png
0,hREDS,Eternal Zen Gaming,13,10,1y ago,Qualifier B-Round of 128,First Strike: Europe,/5324/hreds-vs-eternal-zen-gaming-first-strike-europe-qualifier-b-ro128,https://owcdn.net/img/5f8e73ec18ba4.png
1,ROG Esport,Valorando,12,14,1y ago,Qualifier B-Round of 128,First Strike: Europe,/5330/rog-esport-vs-valorando-first-strike-europe-qualifier-b-ro128,https://owcdn.net/img/5f8e73ec18ba4.png
2,Washington Muscle,The Box by Infinity Area,13,0,1y ago,Qualifier B-Round of 128,First Strike: Europe,/5333/washington-muscle-vs-the-box-by-infinity-area-first-strike-europe-qualifier-b-ro128,https://owcdn.net/img/5f8e73ec18ba4.png
3,FeaFeaFea,NCBz Esport,11,13,1y ago,Qualifier B-Round of 128,First Strike: Europe,/5348/feafeafea-vs-ncbz-esport-first-strike-europe-qualifier-b-ro128,https://owcdn.net/img/5f8e73ec18ba4.png
4,Rix.GG,KHABHAT GAMING,13,4,1y ago,Qualifier B-Round of 128,First Strike: Europe,/5350/rix-gg-vs-khabhat-gaming-first-strike-europe-qualifier-b-ro128,https://owcdn.net/img/5f8e73ec18ba4.png
5,G2 Esports,N0thing To L0se,13,9,1y ago,Qualifier A-Round of 32,First Strike: Europe,/5071/g2-esports-vs-n0thing-to-l0se-first-strike-europe-qualifier-a-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
6,need more DM,Prodigy,8,13,1y ago,Qualifier A-Round of 32,First Strike: Europe,/5072/need-more-dm-vs-prodigy-first-strike-europe-qualifier-a-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
7,Opportunists,eSuba,13,5,1y ago,Qualifier A-Round of 32,First Strike: Europe,/5073/opportunists-vs-esuba-first-strike-europe-qualifier-a-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
